parent_commit,parent_test_file,current_commit,current_test_file,committer,author,committed_date,change_type,parent_prod_file,current_prod_file
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/hdds/scm/command/TestCommandStatusReportHandler.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/hdds/scm/command/TestCommandStatusReportHandler.java,Sunil G,Sunil G,1538736047,D,/hdd/dj/testSmellDetection/gitRepo/hadoop/hadoop-hdds/server-scm/src/main/java/org/apache/hadoop/hdds/scm/command/CommandStatusReportHandler.java,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/hdds/scm/container/TestCloseContainerEventHandler.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/hdds/scm/container/TestCloseContainerEventHandler.java,Sunil G,Sunil G,1538736047,D,/hdd/dj/testSmellDetection/gitRepo/hadoop/hadoop-hdds/server-scm/src/main/java/org/apache/hadoop/hdds/scm/container/CloseContainerEventHandler.java,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/hdds/scm/container/TestContainerActionsHandler.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/hdds/scm/container/TestContainerActionsHandler.java,Sunil G,Sunil G,1538736047,D,/hdd/dj/testSmellDetection/gitRepo/hadoop/hadoop-hdds/server-scm/src/main/java/org/apache/hadoop/hdds/scm/container/ContainerActionsHandler.java,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/hdds/scm/container/TestContainerMapping.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/hdds/scm/container/TestContainerMapping.java,Sunil G,Sunil G,1538736047,D,/hdd/dj/testSmellDetection/gitRepo/hadoop/hadoop-hdds/server-scm/src/main/java/org/apache/hadoop/hdds/scm/container/ContainerMapping.java,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/hdds/scm/container/TestContainerReportHandler.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/hdds/scm/container/TestContainerReportHandler.java,Sunil G,Sunil G,1538736047,D,/hdd/dj/testSmellDetection/gitRepo/hadoop/hadoop-hdds/server-scm/src/main/java/org/apache/hadoop/hdds/scm/container/ContainerReportHandler.java,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/hdds/scm/container/TestContainerStateManager.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/hdds/scm/container/TestContainerStateManager.java,Sunil G,Sunil G,1538736047,D,/hdd/dj/testSmellDetection/gitRepo/hadoop/hadoop-hdds/server-scm/src/main/java/org/apache/hadoop/hdds/scm/container/ContainerStateManager.java,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/hdds/scm/container/placement/algorithms/TestSCMContainerPlacementCapacity.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/hdds/scm/container/placement/algorithms/TestSCMContainerPlacementCapacity.java,Sunil G,Sunil G,1538736047,D,/hdd/dj/testSmellDetection/gitRepo/hadoop/hadoop-hdds/server-scm/src/main/java/org/apache/hadoop/hdds/scm/container/placement/algorithms/SCMContainerPlacementCapacity.java,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/hdds/scm/container/placement/algorithms/TestSCMContainerPlacementRandom.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/hdds/scm/container/placement/algorithms/TestSCMContainerPlacementRandom.java,Sunil G,Sunil G,1538736047,D,/hdd/dj/testSmellDetection/gitRepo/hadoop/hadoop-hdds/server-scm/src/main/java/org/apache/hadoop/hdds/scm/container/placement/algorithms/SCMContainerPlacementRandom.java,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/hdds/scm/container/replication/TestReplicationActivityStatus.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/hdds/scm/container/replication/TestReplicationActivityStatus.java,Sunil G,Sunil G,1538736047,D,/hdd/dj/testSmellDetection/gitRepo/hadoop/hadoop-hdds/server-scm/src/main/java/org/apache/hadoop/hdds/scm/container/replication/ReplicationActivityStatus.java,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/hdds/scm/container/replication/TestReplicationManager.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/hdds/scm/container/replication/TestReplicationManager.java,Sunil G,Sunil G,1538736047,D,/hdd/dj/testSmellDetection/gitRepo/hadoop/hadoop-hdds/server-scm/src/main/java/org/apache/hadoop/hdds/scm/container/replication/ReplicationManager.java,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/hdds/scm/container/replication/TestReplicationQueue.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/hdds/scm/container/replication/TestReplicationQueue.java,Sunil G,Sunil G,1538736047,D,/hdd/dj/testSmellDetection/gitRepo/hadoop/hadoop-hdds/server-scm/src/main/java/org/apache/hadoop/hdds/scm/container/replication/ReplicationQueue.java,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/hdds/scm/container/states/TestContainerAttribute.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/hdds/scm/container/states/TestContainerAttribute.java,Sunil G,Sunil G,1538736047,D,/hdd/dj/testSmellDetection/gitRepo/hadoop/hadoop-hdds/server-scm/src/main/java/org/apache/hadoop/hdds/scm/container/states/ContainerAttribute.java,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/hdds/scm/node/TestContainerPlacement.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/hdds/scm/node/TestContainerPlacement.java,Sunil G,Sunil G,1538736047,D,,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/hdds/scm/node/TestDeadNodeHandler.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/hdds/scm/node/TestDeadNodeHandler.java,Sunil G,Sunil G,1538736047,D,/hdd/dj/testSmellDetection/gitRepo/hadoop/hadoop-hdds/server-scm/src/main/java/org/apache/hadoop/hdds/scm/node/DeadNodeHandler.java,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/hdds/scm/node/TestNodeManager.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/hdds/scm/node/TestNodeManager.java,Sunil G,Sunil G,1538736047,D,,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/hdds/scm/node/TestNodeReportHandler.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/hdds/scm/node/TestNodeReportHandler.java,Sunil G,Sunil G,1538736047,D,/hdd/dj/testSmellDetection/gitRepo/hadoop/hadoop-hdds/server-scm/src/main/java/org/apache/hadoop/hdds/scm/node/NodeReportHandler.java,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/hdds/scm/node/TestSCMNodeStorageStatMap.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/hdds/scm/node/TestSCMNodeStorageStatMap.java,Sunil G,Sunil G,1538736047,D,/hdd/dj/testSmellDetection/gitRepo/hadoop/hadoop-hdds/server-scm/src/main/java/org/apache/hadoop/hdds/scm/node/SCMNodeStorageStatMap.java,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/hdds/scm/node/states/TestNode2ContainerMap.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/hdds/scm/node/states/TestNode2ContainerMap.java,Sunil G,Sunil G,1538736047,D,/hdd/dj/testSmellDetection/gitRepo/hadoop/hadoop-hdds/server-scm/src/main/java/org/apache/hadoop/hdds/scm/node/states/Node2ContainerMap.java,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/hdds/scm/server/TestSCMChillModeManager.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/hdds/scm/server/TestSCMChillModeManager.java,Sunil G,Sunil G,1538736047,D,/hdd/dj/testSmellDetection/gitRepo/hadoop/hadoop-hdds/server-scm/src/main/java/org/apache/hadoop/hdds/scm/server/SCMChillModeManager.java,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/hdds/scm/server/TestSCMClientProtocolServer.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/hdds/scm/server/TestSCMClientProtocolServer.java,Sunil G,Sunil G,1538736047,D,/hdd/dj/testSmellDetection/gitRepo/hadoop/hadoop-hdds/server-scm/src/main/java/org/apache/hadoop/hdds/scm/server/SCMClientProtocolServer.java,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/hdds/scm/server/TestSCMDatanodeHeartbeatDispatcher.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/hdds/scm/server/TestSCMDatanodeHeartbeatDispatcher.java,Sunil G,Sunil G,1538736047,D,/hdd/dj/testSmellDetection/gitRepo/hadoop/hadoop-hdds/server-scm/src/main/java/org/apache/hadoop/hdds/scm/server/SCMDatanodeHeartbeatDispatcher.java,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/ozone/container/TestCloseContainerWatcher.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/ozone/container/TestCloseContainerWatcher.java,Sunil G,Sunil G,1538736047,D,/hdd/dj/testSmellDetection/gitRepo/hadoop/hadoop-hdds/server-scm/src/main/java/org/apache/hadoop/hdds/scm/container/CloseContainerWatcher.java,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/ozone/container/common/TestEndPoint.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/ozone/container/common/TestEndPoint.java,Sunil G,Sunil G,1538736047,D,,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/ozone/container/placement/TestContainerPlacement.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/ozone/container/placement/TestContainerPlacement.java,Sunil G,Sunil G,1538736047,D,,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/ozone/container/placement/TestDatanodeMetrics.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-hdds/server-scm/src/test/java/org/apache/hadoop/ozone/container/placement/TestDatanodeMetrics.java,Sunil G,Sunil G,1538736047,D,,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-ozone/client/src/test/java/org/apache/hadoop/ozone/client/TestHddsClientUtils.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-ozone/client/src/test/java/org/apache/hadoop/ozone/client/TestHddsClientUtils.java,Sunil G,Sunil G,1538736047,D,,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-ozone/common/src/test/java/org/apache/hadoop/ozone/web/TestBucketInfo.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-ozone/common/src/test/java/org/apache/hadoop/ozone/web/TestBucketInfo.java,Sunil G,Sunil G,1538736047,D,/hdd/dj/testSmellDetection/gitRepo/hadoop/hadoop-ozone/common/src/main/java/org/apache/hadoop/ozone/web/response/BucketInfo.java,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-ozone/common/src/test/java/org/apache/hadoop/ozone/web/TestQuota.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-ozone/common/src/test/java/org/apache/hadoop/ozone/web/TestQuota.java,Sunil G,Sunil G,1538736047,D,,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-ozone/common/src/test/java/org/apache/hadoop/ozone/web/TestUtils.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-ozone/common/src/test/java/org/apache/hadoop/ozone/web/TestUtils.java,Sunil G,Sunil G,1538736047,D,,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-ozone/common/src/test/java/org/apache/hadoop/ozone/web/TestVolumeStructs.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-ozone/common/src/test/java/org/apache/hadoop/ozone/web/TestVolumeStructs.java,Sunil G,Sunil G,1538736047,D,,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/hdds/scm/container/TestContainerStateManagerIntegration.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/hdds/scm/container/TestContainerStateManagerIntegration.java,Sunil G,Sunil G,1538736047,D,,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/hdds/scm/pipeline/TestNode2PipelineMap.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/hdds/scm/pipeline/TestNode2PipelineMap.java,Sunil G,Sunil G,1538736047,D,,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/hdds/scm/pipeline/TestNodeFailure.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/hdds/scm/pipeline/TestNodeFailure.java,Sunil G,Sunil G,1538736047,D,,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/hdds/scm/pipeline/TestPipelineClose.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/hdds/scm/pipeline/TestPipelineClose.java,Sunil G,Sunil G,1538736047,D,,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/hdds/scm/pipeline/TestSCMRestart.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/hdds/scm/pipeline/TestSCMRestart.java,Sunil G,Sunil G,1538736047,D,,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/TestContainerOperations.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/TestContainerOperations.java,Sunil G,Sunil G,1538736047,D,,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/TestMiniOzoneCluster.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/TestMiniOzoneCluster.java,Sunil G,Sunil G,1538736047,D,/hdd/dj/testSmellDetection/gitRepo/hadoop/hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/MiniOzoneCluster.java,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/TestOzoneConfigurationFields.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/TestOzoneConfigurationFields.java,Sunil G,Sunil G,1538736047,D,,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/TestOzoneHelper.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/TestOzoneHelper.java,Sunil G,Sunil G,1538736047,D,,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/TestStorageContainerManager.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/TestStorageContainerManager.java,Sunil G,Sunil G,1538736047,D,,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/TestStorageContainerManagerHelper.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/TestStorageContainerManagerHelper.java,Sunil G,Sunil G,1538736047,D,,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/client/rest/TestOzoneRestClient.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/client/rest/TestOzoneRestClient.java,Sunil G,Sunil G,1538736047,D,,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/client/rpc/TestCloseContainerHandlingByClient.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/client/rpc/TestCloseContainerHandlingByClient.java,Sunil G,Sunil G,1538736047,D,,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/client/rpc/TestOzoneRpcClient.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/client/rpc/TestOzoneRpcClient.java,Sunil G,Sunil G,1538736047,D,,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/container/TestContainerReplication.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/container/TestContainerReplication.java,Sunil G,Sunil G,1538736047,D,,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/container/common/TestBlockDeletingService.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/container/common/TestBlockDeletingService.java,Sunil G,Sunil G,1538736047,D,,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/container/common/helpers/TestBlockData.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/container/common/helpers/TestBlockData.java,Sunil G,Sunil G,1538736047,D,,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/container/common/impl/TestCloseContainerHandler.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/container/common/impl/TestCloseContainerHandler.java,Sunil G,Sunil G,1538736047,D,,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/container/common/impl/TestContainerDeletionChoosingPolicy.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/container/common/impl/TestContainerDeletionChoosingPolicy.java,Sunil G,Sunil G,1538736047,D,,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/container/common/impl/TestContainerPersistence.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/container/common/impl/TestContainerPersistence.java,Sunil G,Sunil G,1538736047,D,,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/container/common/statemachine/commandhandler/TestBlockDeletion.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/container/common/statemachine/commandhandler/TestBlockDeletion.java,Sunil G,Sunil G,1538736047,D,,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/container/common/statemachine/commandhandler/TestCloseContainerByPipeline.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/container/common/statemachine/commandhandler/TestCloseContainerByPipeline.java,Sunil G,Sunil G,1538736047,D,,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/container/common/statemachine/commandhandler/TestCloseContainerHandler.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/container/common/statemachine/commandhandler/TestCloseContainerHandler.java,Sunil G,Sunil G,1538736047,D,,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/container/common/transport/server/ratis/TestCSMMetrics.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/container/common/transport/server/ratis/TestCSMMetrics.java,Sunil G,Sunil G,1538736047,D,,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/container/metrics/TestContainerMetrics.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/container/metrics/TestContainerMetrics.java,Sunil G,Sunil G,1538736047,D,,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/container/ozoneimpl/TestOzoneContainer.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/container/ozoneimpl/TestOzoneContainer.java,Sunil G,Sunil G,1538736047,D,,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/container/ozoneimpl/TestOzoneContainerRatis.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/container/ozoneimpl/TestOzoneContainerRatis.java,Sunil G,Sunil G,1538736047,D,,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/container/ozoneimpl/TestRatisManager.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/container/ozoneimpl/TestRatisManager.java,Sunil G,Sunil G,1538736047,D,,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/container/server/TestContainerServer.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/container/server/TestContainerServer.java,Sunil G,Sunil G,1538736047,D,,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/container/server/TestContainerStateMachine.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/container/server/TestContainerStateMachine.java,Sunil G,Sunil G,1538736047,D,,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/om/TestContainerReportWithKeys.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/om/TestContainerReportWithKeys.java,Sunil G,Sunil G,1538736047,D,,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/om/TestMultipleContainerReadWrite.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/om/TestMultipleContainerReadWrite.java,Sunil G,Sunil G,1538736047,D,,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/om/TestOmBlockVersioning.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/om/TestOmBlockVersioning.java,Sunil G,Sunil G,1538736047,D,,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/om/TestOmMetrics.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/om/TestOmMetrics.java,Sunil G,Sunil G,1538736047,D,/hdd/dj/testSmellDetection/gitRepo/hadoop/hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/OMMetrics.java,
83b9b25c5136bfb99477b1142af22cb4a4b36be5,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/om/TestOzoneManager.java,2c392da8aa790ea7541745c4d77e0b5ecbc47ac6,hadoop-ozone/integration-test/src/test/java/org/apache/hadoop/ozone/om/TestOzoneManager.java,Sunil G,Sunil G,1538736047,D,/hdd/dj/testSmellDetection/gitRepo/hadoop/hadoop-ozone/ozone-manager/src/main/java/org/apache/hadoop/ozone/om/OzoneManager.java,
