"","1","1.1","1.5"
"Conditional.Test.Logic",0.00248186466371186,0.00249619054598807,0.00255432365457346
"Eager.Test",0.00248186466371186,0.00253638793766798,0.00276669116015002
"Unknown.Test",0.00248186466371186,0.00249434430677077,0.00254489195139234
"Assertion.Roulette_added",0.00248186466371186,0.00247344651425642,0.00244005778575012
"Conditional.Test.Logic_added",0.00248186466371186,0.00247809126361167,0.0024630548049743
"Exception.Catching.Throwing_added",0.00248186466371186,0.00248410619988521,0.00249309255702411
