"","1","1.1","1.5"
"General.Fixture",0.00243178690528933,0.00243591701594019,0.00245250755021899
"Print.Statement",0.00243178690528933,0.00245299835050712,0.00253970577306716
"Sleepy.Test",0.00243178690528933,0.00245340513866083,0.00254181212218743
"Unknown.Test",0.00243178690528933,0.00239097125171646,0.00223443011787222
"General.Fixture_removed",0.00243178690528933,0.00242020973566061,0.00237444829576488
"Eager.Test_added",0.00243178690528933,0.00243320954999068,0.00243890843606694
"IgnoredTest_added",0.00243178690528933,0.0024156715363889,0.0023522684652142
"Magic.Number.Test_added",0.00243178690528933,0.00245220860524512,0.00253562044876937
