,parent_commit,parent_test_file,current_commit,current_test_file,committer,committed_date,change_type,parent_prod_file,current_prod_file,Assertion Roulette,Conditional Test Logic,Constructor Initialization,Default Test,EmptyTest,Exception Catching Throwing,General Fixture,Mystery Guest,Print Statement,Redundant Assertion,Sensitive Equality,Verbose Test,Sleepy Test,Eager Test,Lazy Test,Duplicate Assert,Unknown Test,IgnoredTest,Resource Optimism,Magic Number Test,Dependent Test
0,a98552e65c823238862893c8cf515f866cccbbd7,test/unit/org/apache/cassandra/io/sstable/IndexSummaryManagerTest.java,b447ffc4242c1514dd33e4ace96b719d892ff4a2,test/unit/org/apache/cassandra/io/sstable/IndexSummaryManagerTest.java,Sam Tunnicliffe,1470051158,M,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,,,d40ac784d3a8ddaf71a2df8b21745827392294cc,test/unit/org/apache/cassandra/cql3/GcCompactionTest.java,Marcus Eriksson,1470054050,A,,,3.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0
2,293908060bd8f8a94e5b6ec87dfd7aab457b4e61,test/unit/org/apache/cassandra/cql3/selection/SelectionColumnMappingTest.java,d40ac784d3a8ddaf71a2df8b21745827392294cc,test/unit/org/apache/cassandra/cql3/selection/SelectionColumnMappingTest.java,Marcus Eriksson,1470054050,M,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,,,d40ac784d3a8ddaf71a2df8b21745827392294cc,test/unit/org/apache/cassandra/db/compaction/CompactionIteratorTest.java,Marcus Eriksson,1470054050,A,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,0.0
4,293908060bd8f8a94e5b6ec87dfd7aab457b4e61,test/unit/org/apache/cassandra/db/rows/UnfilteredRowIteratorsMergeTest.java,d40ac784d3a8ddaf71a2df8b21745827392294cc,test/unit/org/apache/cassandra/db/rows/UnfilteredRowIteratorsMergeTest.java,Marcus Eriksson,1470054050,M,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,d40ac784d3a8ddaf71a2df8b21745827392294cc,test/long/org/apache/cassandra/streaming/LongStreamingTest.java,47d3b7e7a013b485a2906fc7f0f2fc90e1143966,test/long/org/apache/cassandra/streaming/LongStreamingTest.java,T Jake Luciani,1470064012,M,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,d40ac784d3a8ddaf71a2df8b21745827392294cc,test/unit/org/apache/cassandra/db/lifecycle/RealTransactionsTest.java,47d3b7e7a013b485a2906fc7f0f2fc90e1143966,test/unit/org/apache/cassandra/db/lifecycle/RealTransactionsTest.java,T Jake Luciani,1470064012,M,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,d40ac784d3a8ddaf71a2df8b21745827392294cc,test/unit/org/apache/cassandra/io/sstable/CQLSSTableWriterClientTest.java,47d3b7e7a013b485a2906fc7f0f2fc90e1143966,test/unit/org/apache/cassandra/io/sstable/CQLSSTableWriterClientTest.java,T Jake Luciani,1470064012,M,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,d40ac784d3a8ddaf71a2df8b21745827392294cc,test/unit/org/apache/cassandra/io/sstable/CQLSSTableWriterTest.java,47d3b7e7a013b485a2906fc7f0f2fc90e1143966,test/unit/org/apache/cassandra/io/sstable/CQLSSTableWriterTest.java,T Jake Luciani,1470064012,M,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,d40ac784d3a8ddaf71a2df8b21745827392294cc,test/unit/org/apache/cassandra/io/sstable/SSTableLoaderTest.java,47d3b7e7a013b485a2906fc7f0f2fc90e1143966,test/unit/org/apache/cassandra/io/sstable/SSTableLoaderTest.java,T Jake Luciani,1470064012,M,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
